"ids","clsids","schids","ctyids","student_cognition","trad_chn","trad_mat","trad_eng","women","age_yrs","han_nation","migration","mother_gov","mother_middle_senior","mother_academia","mother_tech_ordinary","mother_self","mother_peasant","mother_unemployed","mother_other","father_gov","father_middle_senior","father_academia","father_tech_ordinary","father_self","father_peasant","father_unemployed","father_other","sVery.few","sNot.many","sSome","sQuite.a.few","sA.great.number","sNo..we.don.t","sWe.have.a.computer.but.no.access.to.the.Internet","sYes..we.have.both","only_child","height","homework_commitment","living_with_father","living_with_nonrelative","sNo..we.don.t.1","sWe.have.a.computer.but.no.access.to.the.Internet.1","sYes..we.have.both.1","sGovernment.official..staff.of.public.institutions..civil.servant","sManager.or.administrator.of.enterprises.corporations","sScientist.engineer","sTeacher.doctor.lawyer","sDesigner","sArtistic.performer.actor.host","sProfessional.athlete","sTechnical.worker..including.driver.","sOther","sThey.don..t.care","sNot.clear","sNot.confident.at.all","sNot.so.confident","sSomewhat.confident","sVery.confident","ever_suspended_school","sNear.the.bottom","sBelow.the.average","sAbout.the.average","sAbove.the.average","sAround.the.top","go_school","motherlivehouse","hrs_hwrk","ever_repeated","academic_rank","sGovernment.official..staff.of.public.institutions..civil.servant.1","sManager.or.administrator.of.enterprises.corporations.1","sScientist.engineer.1","sTeacher.doctor.lawyer.1","sDesigner.1","sArtistic.performer.actor.host.1","sProfessional.athlete.1","sTechnical.worker..including.driver..1","sOther.1","sI.don..t.care","not_comm_if_time_consuming","grand_live_home","rich","poor","moderate","sIn.rural.area","sIn.small.or.medium.cities","sIn.big.cities..such.as.Beijing.Shanghai.Guangzhou","sAbroad","sThey.don..t.care.1","sNot.clear.1","school_transfer","treatment","hospitalized","Other_rel","desk","Not_conf","skip_grade","sGraduate.from.junior.high.school","sGo.to.technical.secondary.school.or.technical.school","sGo.to.vocational.high.school","sGo.to.senior.high.school","sGraduate.from.junior.college","sGet.a.bachelor.degree","sGet.a.Master.degree","sGet.a.Doctor.degree","sThey.don..t.care.2","not_good_health","good_health","moderate_health","sAgricultural.Hukou","sNon.agricultural.Hukou","sResidential.Hukou","w2clsids","w2chn","w2upchn","w2mat","w2upmat","w2eng","w2upeng","chn_pct","mat_pct","eng_pct","hukou","left","w","pscore"
3277,82,21,6,12,59,101,90,1,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,156,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,82,74,120,36,120,74,120,0.616666666666667,0.3,0.616666666666667,"Residential",0,0.240051701012937,0.193582010183003
3278,82,21,6,17,63,80,92,0,12,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,167,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,82,79,120,55,120,81,120,0.658333333333333,0.458333333333333,0.675,"Residential",0,0.134758440724799,0.118755178096516
3279,82,21,6,13,65,85,81,1,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,158,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,82,82,120,33,120,72,120,0.683333333333333,0.275,0.6,"Agricultural",0,0.668706902005587,0.400733586708296
3280,82,21,6,15,80,59,81,1,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,156,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,2,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,82,93,120,26,120,68,120,0.775,0.216666666666667,0.566666666666667,"Non-Agricultural",0,0.0501403000721345,0.0477462869187007
3281,82,21,6,12,76,57,69,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,146,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,82,68,120,25,120,30,120,0.566666666666667,0.208333333333333,0.25,"Agricultural",1,1.46108177891115,0.593674615541452
3282,82,21,6,11,74,40,79,1,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,160,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,82,82,120,42,120,38,120,0.683333333333333,0.35,0.316666666666667,"Agricultural",0,1.28644792262026,0.562640377632566
3283,82,21,6,12,54,61,75,0,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,168,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,82,60,120,24,120,35,120,0.5,0.2,0.291666666666667,"Agricultural",0,0.185606704383284,0.156549978755249
3284,82,21,6,13,49,72,68,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,160,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,82,76,120,36,120,22,120,0.633333333333333,0.3,0.183333333333333,"Non-Agricultural",0,0.0515003115438676,0.048977932748543
3285,82,21,6,9,72,28,64,0,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,149,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,82,72,120,14,120,28,120,0.6,0.116666666666667,0.233333333333333,"Residential",0,1,0.184830280986533
3286,82,21,6,8,74,16,76,1,13,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,160,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,82,85,120,25,120,65,120,0.708333333333333,0.208333333333333,0.541666666666667,"Residential",0,0.316693005139036,0.240521521647785
3287,82,21,6,14,71,23,53,1,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,149,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,82,75,120,29,120,34,120,0.625,0.241666666666667,0.283333333333333,"Agricultural",0,1.22574278603396,0.550711786521437
3288,82,21,6,9,72,33,99,0,13,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,155,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,82,74,120,24,120,81,120,0.616666666666667,0.2,0.675,"Agricultural",0,0.689143303517007,0.407983918286936
3289,82,21,6,14,72,70,66,1,12,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,156,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,82,77,120,27,120,35,120,0.641666666666667,0.225,0.291666666666667,"Non-Agricultural",0,0.0707334391335447,0.0660607360789847
3290,82,21,6,10,65,35,74,1,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,162,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,82,72,120,17,120,30,120,0.6,0.141666666666667,0.25,"Agricultural",1,0.800582157614489,0.4446240646276
3291,82,21,6,12,69,27,84,1,14,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,170,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,82,81,120,32,120,34,120,0.675,0.266666666666667,0.283333333333333,"Non-Agricultural",0,0.371057323228376,0.270635893147532
3292,82,21,6,7,71,14,83,1,13,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,169,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,12,0,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,82,77,120,6,120,67,120,0.641666666666667,0.05,0.558333333333333,"Residential",0,0.162499175696513,0.139784336276326
3293,82,21,6,11,58,51,66,0,12,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,150,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,82,69,120,47,120,49,120,0.575,0.391666666666667,0.408333333333333,"Agricultural",1,0.435136034707551,0.303201943358785
3294,82,21,6,14,67,35,53,1,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,160,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,82,71,120,15,120,31,120,0.591666666666667,0.125,0.258333333333333,"Non-Agricultural",0,0.0461941376778391,0.044154460452601
3295,82,21,6,11,52,42,84,1,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,160,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,82,49,120,20,120,50,120,0.408333333333333,0.166666666666667,0.416666666666667,"Non-Agricultural",0,0.0628646451077404,0.0591464260262114
3296,82,21,6,10,69,44,61,1,13,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,160,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,82,81,120,30,120,34,120,0.675,0.25,0.283333333333333,"Non-Agricultural",0,0.124417323630728,0.110650486270512
3297,82,21,6,12,51,28,67,1,13,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,161,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,10,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,82,18,120,12,120,19,120,0.15,0.1,0.158333333333333,"Non-Agricultural",0,0.27437608007334,0.215302283496682
3298,82,21,6,10,59,30,50,0,13,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,163,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,3,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,82,75,120,16,120,18,120,0.625,0.133333333333333,0.15,"Agricultural",0,0.114038244191919,0.102364748056417
3299,82,21,6,13,60,64,50,0,13,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,160,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,10,1,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,82,13,120,61,120,36,120,0.108333333333333,0.508333333333333,0.3,"Residential",0,0.611796022364175,0.379574098629922
3300,82,21,6,8,61,34,52,0,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,169,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,82,60,120,17,120,20,120,0.5,0.141666666666667,0.166666666666667,"Non-Agricultural",0,0.0796398770158302,0.0737652236743591
3301,82,21,6,10,51,29,30,0,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,167,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,82,10,120,23,120,24,120,0.0833333333333333,0.191666666666667,0.2,"Agricultural",0,0.565063723034613,0.36104838078987
3302,82,21,6,7,54,30,48,0,13,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,162,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,82,59,120,20,120,18,120,0.491666666666667,0.166666666666667,0.15,"Residential",0,0.0657205549357955,0.0616677182694997
3303,82,21,6,14,52,55,84,0,13,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,160,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,2,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,82,72,120,23,120,25,120,0.6,0.191666666666667,0.208333333333333,"Residential",0,0.0985659818471965,0.0897224049132321
3304,82,21,6,15,55,40,67,0,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,155,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,37,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,82,37,120,12,120,14,120,0.308333333333333,0.1,0.116666666666667,"Residential",0,0.478548324407848,0.323660929107274
3305,82,21,6,12,55,34,61,1,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,160,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,82,49,120,17,120,18,120,0.408333333333333,0.141666666666667,0.15,"Agricultural",0,0.270964179700514,0.213195764308922
3306,82,21,6,5,53,33,46,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,150,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,82,46,120,35,120,12,120,0.383333333333333,0.291666666666667,0.1,"Residential",0,0.396049428519834,0.28369298423749
3307,82,21,6,10,65,15,48,0,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,160,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,20,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,82,71,120,28,120,25,120,0.591666666666667,0.233333333333333,0.208333333333333,"Agricultural",0,0.647138293881843,0.392886435999688
3308,82,21,6,12,58,27,77,0,13,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,169,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,82,68,120,23,120,10,120,0.566666666666667,0.191666666666667,0.0833333333333333,"Agricultural",0,0.129865006660826,0.114938515570657
3309,82,21,6,9,64,14,56,1,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,165,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,82,65,120,20,120,20,120,0.541666666666667,0.166666666666667,0.166666666666667,"Agricultural",0,0.433202371765848,0.302261830080632
3310,82,21,6,12,47,28,27,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,152,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,82,59,120,21,120,17,120,0.491666666666667,0.175,0.141666666666667,"Non-Agricultural",0,0.119795395790018,0.10697971811672
3311,82,21,6,14,48,13,49,1,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,154,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,0,18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,82,59,120,20,120,21,120,0.491666666666667,0.166666666666667,0.175,"Agricultural",0,1,0.608482104694874
3312,82,21,6,7,48,8,41,1,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,167,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,30,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,82,60,120,12,120,25,120,0.5,0.1,0.208333333333333,"Non-Agricultural",0,0.0516602348120539,0.0491225522293198
3317,82,21,6,7,78,32,84,1,12,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,172,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,82,88,120,20,120,82,120,0.733333333333333,0.166666666666667,0.683333333333333,"Residential",0,0.0890392644032713,0.0817594620447955
3318,82,21,6,12,46,57,59,0,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,145,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,82,63,120,19,120,15,120,0.525,0.158333333333333,0.125,"Non-Agricultural",0,0.294669726232893,0.227602237282782
3413,85,22,6,12,62,49,65,1,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,168,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,85,85,120,75,120,30,120,0.708333333333333,0.625,0.25,"Agricultural",1,0.868159976149267,0.464713936297231
3414,85,22,6,6,47,46,14,0,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,158,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,2,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,85,61,120,41,120,10,120,0.508333333333333,0.341666666666667,0.0833333333333333,"Agricultural",0,0.580032648002013,0.36710168535788
3415,85,22,6,9,19,15,24,0,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,175,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,85,28,120,24,120,22,120,0.233333333333333,0.2,0.183333333333333,"Non-Agricultural",0,0.230865770986076,0.187563726628878
3416,85,22,6,9,81,108,61,0,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,140,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,85,102,120,110,120,18,120,0.85,0.916666666666667,0.15,"Agricultural",1,0.706528785148669,0.414015158312796
3417,85,22,6,12,54,29,39,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,147,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,3,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,85,82,120,18,120,12,120,0.683333333333333,0.15,0.1,"Agricultural",1,0.491701843667709,0.329624747569354
3419,85,22,6,6,30,51,26,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,147,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3,0,23,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,85,31,120,73,120,13,120,0.258333333333333,0.608333333333333,0.108333333333333,"Residential",0,1.93236027125048,0.658977783253912
